Applicant ID,Gender,Married,Dependents,Education,Employment Type,Applicant Income,Co-applicant Income,Loan Amount,Loan Amount Term,Credit History,Property Area,Loan Status (Target)
LP002993,Male,Yes,0,Graduate,Salaried,2192,0,89,360,1.0,Semi-Urban,N
LP002994,Male,Yes,0,Not Graduate,Salaried,6824,0,50,360,1.0,Urban,N
LP002995,Male,Yes,0,Graduate,Self-Employed,1733,0,50,360,1.0,Urban,Y
LP002996,Male,No,2,Not Graduate,Salaried,1576,0,124,360,1.0,Urban,N
LP002997,Female,Yes,1,Not Graduate,Self-Employed,22255,3107,158,360,0.0,Rural,Y
LP002998,Male,No,0,Not Graduate,Salaried,29991,0,250,360,1.0,Urban,Y
LP002999,Male,Yes,0,Graduate,Salaried,2718,2003,137,360,1.0,Urban,Y
LP003000,Male,Yes,0,Graduate,Salaried,14290,0,50,360,1.0,Rural,Y
LP003001,Male,Yes,0,Graduate,Salaried,7016,0,127,360,1.0,Urban,Y
LP003002,Male,Yes,0,Graduate,Salaried,1195,0,215,360,1.0,Urban,N
LP003003,Female,No,2,Graduate,Salaried,1942,0,99,360,1.0,Urban,N
LP003004,Male,Yes,0,Graduate,Salaried,23181,0,207,360,1.0,Urban,Y
LP003005,Male,Yes,0,Graduate,Salaried,1179,7453,150,360,1.0,Rural,Y
LP003006,Male,No,1,Not Graduate,Self-Employed,48098,0,178,360,1.0,Semi-Urban,Y
LP003007,Male,Yes,1,Graduate,Salaried,2775,12925,251,360,1.0,Semi-Urban,Y
LP003008,Male,Yes,0,Graduate,Salaried,23880,0,50,180,1.0,Rural,Y
LP003009,Male,Yes,1,Graduate,Salaried,3620,0,193,360,1.0,Urban,Y
LP003010,Male,Yes,0,Graduate,Self-Employed,10936,2798,134,360,1.0,Semi-Urban,Y
LP003011,Male,No,0,Not Graduate,Salaried,19831,0,83,240,1.0,Urban,N
LP003012,Male,No,2,Graduate,Self-Employed,19731,0,133,360,1.0,Rural,N
LP003013,Female,No,2,Not Graduate,Salaried,2739,0,241,360,1.0,Rural,Y
LP003014,Male,Yes,1,Graduate,Salaried,2085,0,220,360,1.0,Urban,N
LP003015,Male,Yes,0,Graduate,Salaried,4531,0,50,360,1.0,Semi-Urban,Y
LP003016,Male,No,1,Graduate,Salaried,1338,0,93,360,1.0,Rural,N
LP003017,Male,Yes,0,Graduate,Self-Employed,6243,0,196,360,1.0,Urban,Y
LP003018,Female,Yes,0,Graduate,Salaried,2162,0,138,360,0.0,Rural,N
LP003019,Male,Yes,1,Graduate,Self-Employed,14511,1031,138,120,1.0,Semi-Urban,Y
LP003020,Male,Yes,0,Graduate,Salaried,2779,0,50,360,1.0,Semi-Urban,Y
LP003021,Female,Yes,2,Graduate,Salaried,860,0,95,360,1.0,Urban,N
LP003022,Male,No,0,Graduate,Salaried,19948,0,58,360,1.0,Semi-Urban,Y
LP003023,Female,No,0,Not Graduate,Salaried,5903,0,50,360,1.0,Urban,Y
LP003024,Male,Yes,1,Graduate,Salaried,5060,0,64,360,1.0,Rural,Y
LP003025,Male,Yes,1,Graduate,Salaried,14682,0,84,360,1.0,Urban,Y
LP003026,Male,Yes,0,Graduate,Salaried,11749,0,94,360,1.0,Rural,Y
LP003027,Male,No,0,Not Graduate,Salaried,2294,0,89,360,1.0,Urban,N
LP003028,Female,Yes,1,Not Graduate,Salaried,3134,0,201,360,1.0,Rural,Y
LP003029,Male,No,0,Graduate,Salaried,1614,3444,85,360,1.0,Rural,Y
LP003030,Male,Yes,0,Graduate,Salaried,1136,0,225,120,0.0,Urban,N
LP003031,Male,Yes,0,Graduate,Salaried,8765,0,110,360,1.0,Urban,Y
LP003032,Male,Yes,0,Not Graduate,Salaried,7274,0,166,360,0.0,Urban,N
LP003033,Male,No,2,Not Graduate,Self-Employed,10517,1073,168,360,1.0,Urban,Y
LP003034,Female,Yes,0,Not Graduate,Salaried,17705,0,86,240,1.0,Semi-Urban,Y
LP003035,Male,Yes,2,Graduate,Salaried,10662,0,120,120,1.0,Rural,N
LP003036,Male,Yes,0,Graduate,Salaried,11654,3544,109,360,1.0,Rural,Y
LP003037,Male,No,2,Not Graduate,Salaried,615,0,162,360,1.0,Urban,N
LP003038,Male,No,0,Graduate,Salaried,3615,2601,132,360,1.0,Urban,Y
LP003039,Male,Yes,0,Graduate,Salaried,12894,1604,95,360,1.0,Urban,Y
LP003040,Male,No,0,Graduate,Salaried,1528,0,147,360,1.0,Urban,Y
LP003041,Female,Yes,0,Not Graduate,Salaried,5386,1626,160,360,1.0,Urban,Y
LP003042,Male,Yes,0,Graduate,Salaried,8262,1973,251,360,1.0,Rural,Y
LP003043,Male,Yes,0,Graduate,Salaried,7653,0,144,360,1.0,Urban,Y
LP003044,Male,Yes,0,Graduate,Salaried,7106,0,140,360,1.0,Semi-Urban,Y
LP003045,Female,No,0,Graduate,Salaried,8945,1123,165,360,1.0,Rural,Y
LP003046,Male,No,0,Graduate,Salaried,5888,1827,83,360,1.0,Urban,Y
LP003047,Male,Yes,0,Graduate,Salaried,1138,0,50,360,1.0,Rural,Y
LP003048,Male,Yes,1,Graduate,Salaried,8159,0,121,360,1.0,Semi-Urban,Y
LP003049,Male,No,0,Graduate,Self-Employed,6533,0,204,180,1.0,Semi-Urban,Y
LP003050,Male,No,2,Not Graduate,Salaried,1153,1522,214,360,1.0,Rural,N
LP003051,Male,Yes,0,Not Graduate,Salaried,19530,0,50,360,1.0,Semi-Urban,Y
LP003052,Male,No,2,Graduate,Salaried,8381,0,179,360,1.0,Rural,Y
LP003053,Male,Yes,0,Not Graduate,Salaried,1236,0,50,360,1.0,Rural,Y
LP003054,Female,Yes,2,Graduate,Salaried,2170,0,167,180,1.0,Urban,Y
LP003055,Female,No,0,Graduate,Salaried,2796,0,163,360,1.0,Semi-Urban,Y
LP003056,Male,Yes,1,Graduate,Salaried,2794,0,50,360,1.0,Urban,Y
LP003057,Male,Yes,1,Graduate,Salaried,6588,1487,200,360,1.0,Rural,Y
LP003058,Male,Yes,0,Graduate,Salaried,1851,0,244,180,1.0,Urban,N
LP003059,Male,No,0,Graduate,Salaried,15186,0,136,360,0.0,Urban,Y
LP003060,Male,No,1,Graduate,Self-Employed,13985,3066,148,360,1.0,Urban,Y
LP003061,Male,Yes,0,Graduate,Salaried,9129,3478,228,360,1.0,Semi-Urban,Y
LP003062,Male,Yes,0,Graduate,Self-Employed,5137,0,72,360,1.0,Rural,N
LP003063,Female,Yes,1,Graduate,Salaried,12549,0,73,360,1.0,Rural,Y
LP003064,Male,Yes,0,Graduate,Salaried,3729,0,89,360,0.0,Rural,N
LP003065,Male,Yes,1,Graduate,Salaried,2381,0,142,360,0.0,Urban,Y
LP003066,Male,No,0,Graduate,Self-Employed,16157,0,142,360,1.0,Rural,Y
LP003067,Male,Yes,0,Graduate,Self-Employed,6751,0,106,360,0.0,Semi-Urban,Y
LP003068,Male,Yes,0,Graduate,Salaried,2479,0,121,180,1.0,Urban,N
LP003069,Male,Yes,0,Graduate,Salaried,3236,1871,107,180,1.0,Urban,Y
LP003070,Male,Yes,2,Not Graduate,Salaried,2353,0,110,360,0.0,Rural,N
LP003071,Male,No,0,Not Graduate,Salaried,37129,0,93,360,1.0,Rural,Y
LP003072,Male,Yes,0,Not Graduate,Salaried,4934,0,94,180,0.0,Rural,N
LP003073,Male,Yes,0,Graduate,Salaried,5754,0,50,360,1.0,Rural,Y
LP003074,Female,Yes,1,Graduate,Self-Employed,10109,0,126,360,1.0,Rural,Y
LP003075,Female,Yes,0,Not Graduate,Salaried,1457,2422,50,180,0.0,Semi-Urban,Y
LP003076,Female,Yes,0,Graduate,Salaried,14713,0,185,360,1.0,Rural,N
LP003077,Male,Yes,0,Graduate,Salaried,2676,0,106,360,1.0,Urban,Y
LP003078,Male,Yes,0,Graduate,Salaried,30638,0,132,360,1.0,Semi-Urban,Y
LP003079,Female,Yes,0,Graduate,Salaried,3595,0,117,360,1.0,Semi-Urban,Y
LP003080,Male,Yes,0,Not Graduate,Salaried,13872,0,125,360,0.0,Urban,Y
LP003081,Male,Yes,1,Graduate,Salaried,404,0,215,180,1.0,Semi-Urban,N
LP003082,Male,No,2,Graduate,Salaried,1517,1996,58,360,1.0,Urban,Y
LP003083,Male,Yes,1,Graduate,Self-Employed,3664,0,50,360,1.0,Urban,Y
LP003084,Female,Yes,0,Graduate,Salaried,644,0,147,360,0.0,Rural,N
LP003085,Male,Yes,0,Graduate,Salaried,8963,1293,110,360,1.0,Rural,N
LP003086,Male,Yes,0,Graduate,Salaried,6720,15120,161,360,1.0,Urban,Y
LP003087,Male,No,1,Graduate,Salaried,1824,1502,182,360,1.0,Semi-Urban,Y
LP003088,Male,Yes,0,Graduate,Salaried,4836,6609,73,180,1.0,Semi-Urban,Y
LP003089,Female,No,2,Graduate,Salaried,11009,0,176,360,1.0,Semi-Urban,Y
LP003090,Male,Yes,0,Graduate,Salaried,600,0,78,360,1.0,Semi-Urban,Y
LP003091,Male,Yes,1,Graduate,Self-Employed,1375,0,144,360,1.0,Rural,Y
LP003092,Female,No,1,Graduate,Salaried,3515,1686,65,360,1.0,Urban,Y
LP003093,Male,Yes,0,Graduate,Salaried,5032,0,147,360,1.0,Semi-Urban,Y
LP003094,Male,Yes,1,Not Graduate,Self-Employed,4634,0,138,360,0.0,Semi-Urban,N
LP003095,Male,Yes,2,Not Graduate,Salaried,11959,0,73,180,1.0,Urban,Y
LP003096,Male,No,2,Graduate,Salaried,7920,0,58,360,1.0,Urban,Y
LP003097,Male,Yes,1,Graduate,Salaried,9863,0,185,360,1.0,Semi-Urban,Y
LP003098,Male,No,0,Graduate,Self-Employed,1224,1428,112,360,0.0,Rural,N
LP003099,Male,Yes,2,Graduate,Salaried,5680,0,200,360,1.0,Semi-Urban,N
LP003100,Male,No,1,Graduate,Self-Employed,3615,1336,107,360,1.0,Semi-Urban,Y
LP003101,Female,Yes,0,Not Graduate,Salaried,21206,0,218,360,1.0,Semi-Urban,Y
LP003102,Male,No,0,Graduate,Salaried,5851,0,83,360,0.0,Urban,N
LP003103,Male,Yes,0,Not Graduate,Salaried,2517,0,228,360,1.0,Semi-Urban,Y
LP003104,Male,No,0,Graduate,Salaried,11527,0,150,360,1.0,Semi-Urban,Y
LP003105,Male,Yes,1,Graduate,Salaried,8632,0,163,360,1.0,Semi-Urban,Y
LP003106,Male,Yes,0,Graduate,Salaried,2161,0,79,360,1.0,Urban,Y
LP003107,Female,Yes,0,Graduate,Salaried,3468,0,183,360,1.0,Semi-Urban,Y
LP003108,Female,Yes,0,Graduate,Salaried,3528,0,185,360,1.0,Semi-Urban,Y
LP003109,Male,Yes,0,Graduate,Salaried,16771,0,120,360,1.0,Urban,N
LP003110,Female,No,0,Graduate,Salaried,6022,0,50,360,1.0,Semi-Urban,Y
LP003111,Male,No,0,Graduate,Salaried,10165,2223,73,360,1.0,Urban,Y
LP003112,Male,Yes,0,Graduate,Salaried,3001,0,73,120,0.0,Semi-Urban,N
LP003113,Male,No,1,Graduate,Salaried,6869,0,166,360,1.0,Semi-Urban,Y
LP003114,Female,Yes,0,Graduate,Salaried,18094,0,112,360,1.0,Urban,Y
LP003115,Male,Yes,0,Graduate,Salaried,3425,0,113,180,1.0,Semi-Urban,Y
LP003116,Male,No,0,Graduate,Salaried,5514,0,106,120,1.0,Semi-Urban,Y
LP003117,Male,No,0,Graduate,Salaried,1257,0,228,180,1.0,Urban,N
LP003118,Male,No,0,Graduate,Salaried,2285,1173,142,360,1.0,Rural,Y
LP003119,Male,Yes,0,Graduate,Self-Employed,3517,0,151,120,1.0,Urban,Y
LP003120,Female,No,0,Graduate,Salaried,1701,4177,102,360,1.0,Rural,Y
LP003121,Female,Yes,0,Graduate,Salaried,18434,0,138,360,1.0,Rural,Y
LP003122,Male,Yes,0,Graduate,Salaried,2125,0,81,360,1.0,Rural,Y
LP003123,Female,Yes,1,Not Graduate,Salaried,10794,0,160,120,1.0,Rural,Y
LP003124,Male,No,0,Graduate,Salaried,5924,1352,71,360,1.0,Urban,Y
LP003125,Female,No,2,Graduate,Salaried,5068,0,184,360,1.0,Semi-Urban,Y
LP003126,Male,No,1,Not Graduate,Salaried,21723,0,95,360,1.0,Semi-Urban,Y
LP003127,Male,Yes,1,Graduate,Salaried,512,4969,196,360,1.0,Urban,N
LP003128,Male,Yes,0,Not Graduate,Salaried,4039,1008,254,120,1.0,Rural,Y
LP003129,Female,Yes,1,Graduate,Salaried,1668,0,140,360,1.0,Urban,N
LP003130,Male,Yes,0,Graduate,Salaried,691,1663,218,360,1.0,Urban,Y
LP003131,Male,Yes,0,Not Graduate,Salaried,1488,1572,185,360,1.0,Urban,Y
LP003132,Male,No,0,Graduate,Salaried,5000,4321,54,360,1.0,Urban,Y
LP003133,Male,Yes,2,Graduate,Salaried,2379,0,146,360,1.0,Urban,N
LP003134,Male,Yes,0,Graduate,Salaried,12047,0,170,360,1.0,Urban,Y
LP003135,Male,Yes,2,Graduate,Salaried,3968,0,175,360,1.0,Semi-Urban,Y
LP003136,Female,Yes,0,Graduate,Salaried,3551,0,150,360,1.0,Urban,Y
LP003137,Male,Yes,2,Graduate,Salaried,3567,0,149,360,1.0,Rural,N
LP003138,Male,No,2,Graduate,Salaried,4453,0,140,360,1.0,Rural,Y
LP003139,Male,Yes,2,Graduate,Salaried,3234,0,147,360,1.0,Semi-Urban,Y
LP003140,Female,No,0,Graduate,Salaried,2098,3493,66,180,1.0,Rural,Y
LP003141,Female,Yes,2,Graduate,Salaried,13216,0,125,360,1.0,Semi-Urban,Y
LP003142,Male,Yes,2,Graduate,Salaried,2633,1179,52,360,1.0,Semi-Urban,Y
LP003143,Male,Yes,0,Not Graduate,Salaried,3349,0,110,360,1.0,Urban,N
LP003144,Male,No,0,Graduate,Salaried,7550,0,104,360,0.0,Semi-Urban,Y
LP003145,Male,No,1,Graduate,Salaried,6759,0,100,120,1.0,Semi-Urban,Y
LP003146,Female,Yes,0,Graduate,Salaried,2011,1924,76,360,1.0,Semi-Urban,Y
LP003147,Male,Yes,1,Not Graduate,Salaried,10456,0,156,360,1.0,Urban,Y
LP003148,Male,Yes,0,Graduate,Salaried,8414,1237,120,360,1.0,Semi-Urban,Y
LP003149,Male,Yes,0,Not Graduate,Salaried,5872,0,114,360,1.0,Urban,Y
LP003150,Female,No,0,Graduate,Salaried,3192,0,55,360,1.0,Urban,N
LP003151,Male,Yes,0,Not Graduate,Salaried,3272,0,122,360,0.0,Urban,Y
LP003152,Male,Yes,0,Graduate,Self-Employed,4016,0,208,360,1.0,Rural,Y
LP003153,Male,Yes,1,Graduate,Salaried,1433,16460,209,120,1.0,Urban,Y
LP003154,Female,Yes,0,Graduate,Salaried,4725,0,162,360,1.0,Semi-Urban,N
LP003155,Male,Yes,1,Not Graduate,Salaried,11993,0,122,240,1.0,Semi-Urban,Y
LP003156,Male,Yes,1,Graduate,Salaried,11806,0,173,360,1.0,Urban,Y
LP003157,Male,No,0,Graduate,Self-Employed,3358,0,99,360,1.0,Urban,Y
LP003158,Male,No,0,Graduate,Salaried,14243,0,122,360,1.0,Semi-Urban,Y
LP003159,Male,Yes,0,Not Graduate,Self-Employed,33054,0,95,360,0.0,Semi-Urban,Y
LP003160,Male,No,0,Not Graduate,Salaried,3582,1257,194,360,1.0,Rural,Y
LP003161,Male,Yes,0,Graduate,Salaried,9813,0,186,360,1.0,Urban,Y
LP003162,Male,Yes,0,Graduate,Salaried,511,5182,137,360,1.0,Urban,Y
LP003163,Male,Yes,2,Graduate,Salaried,1396,0,243,360,1.0,Rural,N
LP003164,Female,Yes,0,Graduate,Salaried,5383,1171,164,360,1.0,Rural,Y
LP003165,Male,Yes,0,Not Graduate,Salaried,1795,0,161,360,1.0,Urban,Y
LP003166,Female,Yes,2,Graduate,Salaried,37767,0,154,120,1.0,Urban,Y
LP003167,Male,Yes,2,Graduate,Salaried,8936,0,64,360,0.0,Rural,Y
LP003168,Male,No,2,Graduate,Self-Employed,12910,0,86,360,1.0,Urban,N
LP003169,Male,Yes,1,Graduate,Salaried,4774,0,136,360,1.0,Semi-Urban,Y
LP003170,Male,Yes,0,Graduate,Salaried,1802,2434,137,360,1.0,Semi-Urban,Y
LP003171,Male,Yes,2,Graduate,Salaried,2925,0,175,360,1.0,Urban,N
LP003172,Male,Yes,2,Graduate,Salaried,6338,0,99,360,1.0,Rural,Y
LP003173,Male,Yes,0,Graduate,Salaried,2596,0,144,360,1.0,Semi-Urban,Y
LP003174,Female,No,0,Graduate,Salaried,9616,0,145,360,1.0,Semi-Urban,Y
LP003175,Male,Yes,0,Graduate,Self-Employed,10010,0,147,360,1.0,Rural,Y
LP003176,Female,Yes,0,Graduate,Self-Employed,4939,2935,140,360,1.0,Rural,Y
LP003177,Male,Yes,0,Graduate,Salaried,791,0,55,360,1.0,Semi-Urban,N
LP003178,Male,Yes,0,Graduate,Salaried,27303,0,50,360,1.0,Semi-Urban,Y
LP003179,Male,Yes,0,Graduate,Salaried,3973,0,83,180,1.0,Urban,Y
LP003180,Male,Yes,0,Graduate,Salaried,73812,0,108,360,1.0,Semi-Urban,Y
LP003181,Male,Yes,0,Graduate,Salaried,9438,0,69,120,1.0,Rural,Y
LP003182,Male,Yes,1,Graduate,Salaried,3984,0,136,360,1.0,Semi-Urban,Y
LP003183,Male,Yes,0,Graduate,Self-Employed,7691,0,205,360,1.0,Semi-Urban,Y
LP003184,Male,No,0,Graduate,Salaried,652,0,183,360,1.0,Semi-Urban,N
LP003185,Male,Yes,0,Graduate,Salaried,13713,0,167,180,1.0,Semi-Urban,Y
LP003186,Female,No,0,Graduate,Salaried,64019,0,199,360,1.0,Semi-Urban,Y
LP003187,Female,No,0,Not Graduate,Salaried,608,0,84,360,1.0,Semi-Urban,N
LP003188,Male,Yes,0,Not Graduate,Self-Employed,3687,2730,112,360,1.0,Rural,Y
LP003189,Male,Yes,1,Graduate,Salaried,4423,0,176,180,1.0,Semi-Urban,Y
LP003190,Male,Yes,0,Graduate,Salaried,11792,0,111,360,1.0,Rural,Y
LP003191,Male,No,0,Graduate,Salaried,40375,1933,114,360,1.0,Semi-Urban,Y
LP003192,Female,Yes,0,Graduate,Salaried,7207,1242,251,360,1.0,Urban,Y
LP003193,Male,No,0,Graduate,Salaried,41847,4730,145,360,0.0,Semi-Urban,Y
LP003194,Male,No,2,Not Graduate,Salaried,5828,0,245,360,1.0,Semi-Urban,Y
LP003195,Male,No,0,Graduate,Salaried,7718,0,50,360,1.0,Urban,Y
LP003196,Male,Yes,1,Not Graduate,Salaried,6824,8828,102,360,0.0,Urban,Y
LP003197,Male,Yes,0,Graduate,Salaried,16652,0,164,360,1.0,Rural,Y
LP003198,Female,No,1,Graduate,Salaried,3221,0,145,360,1.0,Rural,Y
LP003199,Male,Yes,2,Graduate,Salaried,11139,0,50,360,0.0,Urban,Y
LP003200,Male,Yes,1,Graduate,Salaried,1435,0,126,360,1.0,Urban,N
LP003201,Female,No,2,Graduate,Salaried,3697,0,288,360,1.0,Rural,N
LP003202,Male,Yes,0,Graduate,Self-Employed,2599,0,154,360,1.0,Urban,Y
LP003203,Male,No,2,Graduate,Salaried,5366,4628,176,360,1.0,Rural,Y
LP003204,Male,No,0,Graduate,Salaried,3582,0,101,360,1.0,Rural,Y
LP003205,Male,Yes,2,Graduate,Salaried,15246,0,154,360,1.0,Semi-Urban,Y
LP003206,Female,No,0,Graduate,Salaried,2041,9110,139,360,1.0,Semi-Urban,Y
LP003207,Male,Yes,1,Not Graduate,Salaried,870,0,207,360,1.0,Urban,N
LP003208,Female,Yes,1,Graduate,Self-Employed,1264,1078,205,360,1.0,Urban,Y
LP003209,Male,Yes,0,Graduate,Self-Employed,13282,0,164,360,1.0,Urban,Y
LP003210,Female,Yes,1,Graduate,Salaried,1863,0,144,360,1.0,Rural,N
LP003211,Male,Yes,1,Not Graduate,Salaried,7316,0,50,360,1.0,Semi-Urban,Y
LP003212,Female,Yes,0,Graduate,Self-Employed,3659,1320,50,360,1.0,Semi-Urban,Y
LP003213,Male,Yes,0,Graduate,Salaried,11206,2470,144,360,1.0,Semi-Urban,Y
LP003214,Female,Yes,0,Graduate,Self-Employed,3901,0,192,360,1.0,Urban,Y
LP003215,Male,No,0,Not Graduate,Salaried,77990,3377,219,180,1.0,Urban,Y
LP003216,Male,No,0,Not Graduate,Salaried,32797,3756,86,120,1.0,Semi-Urban,Y
LP003217,Female,Yes,0,Graduate,Salaried,3585,0,50,360,1.0,Urban,Y
LP003218,Male,Yes,0,Graduate,Salaried,3127,0,195,360,1.0,Semi-Urban,Y
LP003219,Female,Yes,0,Graduate,Salaried,112682,0,91,360,1.0,Semi-Urban,Y
LP003220,Male,Yes,0,Graduate,Salaried,1670,0,50,120,1.0,Urban,Y
LP003221,Male,No,1,Graduate,Salaried,4651,0,110,360,1.0,Semi-Urban,Y
LP003222,Male,No,0,Graduate,Self-Employed,5026,1295,109,360,1.0,Urban,Y
LP003223,Male,Yes,1,Not Graduate,Salaried,4903,0,219,360,1.0,Rural,Y
LP003224,Male,Yes,0,Graduate,Salaried,863,0,191,360,1.0,Rural,N
LP003225,Male,Yes,0,Graduate,Salaried,8075,0,95,360,1.0,Semi-Urban,Y
LP003226,Male,Yes,0,Graduate,Salaried,1862,2834,223,360,1.0,Urban,Y
LP003227,Male,Yes,1,Graduate,Salaried,20660,0,147,180,0.0,Urban,Y
LP003228,Male,No,1,Not Graduate,Salaried,1146,0,203,360,1.0,Rural,N
LP003229,Male,No,2,Graduate,Salaried,5215,0,219,360,1.0,Rural,Y
LP003230,Male,Yes,0,Graduate,Salaried,535,1665,124,360,1.0,Semi-Urban,Y
LP003231,Male,Yes,1,Graduate,Salaried,569,0,174,360,1.0,Semi-Urban,N
LP003232,Male,No,0,Graduate,Salaried,2123,1401,115,360,1.0,Urban,Y
LP003233,Female,Yes,1,Not Graduate,Salaried,2444,0,195,360,1.0,Urban,Y
LP003234,Female,Yes,0,Graduate,Self-Employed,21284,0,145,180,0.0,Semi-Urban,Y
LP003235,Male,Yes,0,Not Graduate,Self-Employed,4719,0,197,360,0.0,Semi-Urban,N
LP003236,Male,No,0,Graduate,Self-Employed,17897,0,231,360,0.0,Urban,Y
LP003237,Female,Yes,1,Graduate,Self-Employed,3361,0,172,180,1.0,Semi-Urban,Y
LP003238,Male,No,0,Graduate,Salaried,9009,0,134,180,0.0,Semi-Urban,Y
LP003239,Male,No,0,Not Graduate,Salaried,2379,2598,135,360,1.0,Semi-Urban,Y
LP003240,Male,No,0,Graduate,Salaried,2222,1312,50,360,0.0,Semi-Urban,Y
LP003241,Male,No,2,Graduate,Salaried,795,0,97,360,1.0,Urban,N
LP003242,Male,Yes,0,Graduate,Self-Employed,6875,0,195,360,1.0,Semi-Urban,Y
LP003243,Male,Yes,2,Graduate,Self-Employed,6387,5224,198,180,1.0,Semi-Urban,Y
LP003244,Female,No,2,Graduate,Salaried,10692,0,95,360,1.0,Semi-Urban,Y
LP003245,Female,No,2,Graduate,Salaried,6093,0,149,360,1.0,Semi-Urban,Y
LP003246,Male,Yes,2,Not Graduate,Salaried,37279,1061,128,360,1.0,Urban,Y
LP003247,Male,Yes,2,Graduate,Salaried,5860,4713,181,360,1.0,Semi-Urban,Y
LP003248,Female,No,0,Not Graduate,Salaried,13250,0,272,360,1.0,Urban,Y
LP003249,Male,No,0,Not Graduate,Salaried,3554,0,182,180,1.0,Semi-Urban,N
LP003250,Male,Yes,0,Graduate,Self-Employed,1981,0,99,360,1.0,Semi-Urban,Y
LP003251,Male,Yes,0,Graduate,Salaried,10073,0,135,120,1.0,Semi-Urban,N
LP003252,Female,Yes,0,Graduate,Self-Employed,4495,0,224,360,1.0,Semi-Urban,Y
LP003253,Male,Yes,1,Graduate,Salaried,11294,0,55,360,0.0,Urban,Y
LP003254,Female,Yes,0,Graduate,Salaried,6994,1268,103,360,1.0,Urban,Y
LP003255,Female,Yes,2,Not Graduate,Salaried,2223,0,182,360,1.0,Rural,N
LP003256,Male,Yes,0,Graduate,Self-Employed,14390,1596,217,360,1.0,Semi-Urban,Y
LP003257,Male,Yes,0,Graduate,Salaried,2056,0,176,360,0.0,Semi-Urban,N
LP003258,Male,No,0,Graduate,Self-Employed,9184,0,103,360,1.0,Semi-Urban,Y
LP003259,Male,No,0,Not Graduate,Salaried,17705,2327,172,360,1.0,Rural,Y
LP003260,Male,Yes,2,Graduate,Salaried,3345,0,164,360,1.0,Semi-Urban,Y
LP003261,Male,Yes,0,Graduate,Salaried,15615,0,161,360,1.0,Urban,N
LP003262,Male,No,0,Graduate,Salaried,7314,0,134,360,0.0,Semi-Urban,Y
LP003263,Female,Yes,1,Graduate,Salaried,11521,1823,143,360,1.0,Semi-Urban,N
LP003264,Male,No,0,Not Graduate,Salaried,2128,0,85,360,1.0,Rural,Y
LP003265,Male,No,0,Not Graduate,Salaried,6089,0,288,360,1.0,Urban,Y
LP003266,Male,Yes,0,Graduate,Salaried,1202,0,149,360,1.0,Rural,N
LP003267,Male,No,0,Graduate,Self-Employed,27208,0,172,360,1.0,Urban,Y
LP003268,Male,Yes,0,Graduate,Salaried,655,0,126,360,1.0,Urban,Y
LP003269,Male,Yes,2,Graduate,Self-Employed,3446,0,190,360,1.0,Semi-Urban,Y
LP003270,Male,Yes,0,Graduate,Salaried,1935,0,62,360,1.0,Urban,Y
LP003271,Male,Yes,0,Graduate,Salaried,9649,0,50,120,1.0,Semi-Urban,N
LP003272,Male,No,0,Graduate,Salaried,33655,9977,138,360,1.0,Urban,N
LP003273,Male,Yes,0,Not Graduate,Salaried,9460,0,263,360,1.0,Urban,Y
LP003274,Male,Yes,2,Graduate,Salaried,94966,0,212,120,1.0,Rural,Y
LP003275,Female,Yes,0,Not Graduate,Salaried,1238,0,91,120,1.0,Urban,Y
LP003276,Male,No,2,Graduate,Salaried,1337,1550,170,360,1.0,Urban,N
LP003277,Male,Yes,0,Graduate,Salaried,2012,0,101,360,1.0,Semi-Urban,N
LP003278,Male,Yes,1,Not Graduate,Salaried,5548,0,165,240,0.0,Semi-Urban,N
LP003279,Male,No,0,Graduate,Salaried,1760,0,170,360,1.0,Semi-Urban,Y
LP003280,Male,Yes,0,Graduate,Salaried,2317,0,195,360,1.0,Urban,Y
LP003281,Male,No,0,Graduate,Self-Employed,9140,0,50,360,0.0,Rural,Y
LP003282,Male,Yes,0,Graduate,Salaried,1423,0,64,360,1.0,Semi-Urban,Y
LP003283,Male,No,0,Not Graduate,Salaried,1582,0,135,180,1.0,Semi-Urban,Y
LP003284,Male,No,0,Not Graduate,Salaried,3299,0,78,360,1.0,Urban,Y
LP003285,Male,Yes,1,Graduate,Salaried,3624,0,73,360,1.0,Rural,Y
LP003286,Male,Yes,0,Graduate,Salaried,13494,0,156,360,0.0,Urban,Y
LP003287,Female,No,0,Graduate,Salaried,1996,0,85,360,1.0,Semi-Urban,Y
LP003288,Male,Yes,1,Graduate,Self-Employed,2391,0,275,360,1.0,Rural,Y
LP003289,Male,No,0,Graduate,Salaried,8792,0,108,180,1.0,Rural,Y
LP003290,Male,Yes,1,Graduate,Salaried,10953,1508,123,360,1.0,Semi-Urban,Y
LP003291,Male,Yes,0,Graduate,Salaried,20511,0,157,360,1.0,Rural,Y
LP003292,Male,Yes,0,Graduate,Salaried,7856,0,50,360,1.0,Urban,Y
LP003293,Male,No,0,Graduate,Salaried,5599,0,170,360,1.0,Semi-Urban,Y
LP003294,Male,Yes,2,Graduate,Salaried,8734,0,160,360,1.0,Urban,Y
LP003295,Male,No,2,Graduate,Salaried,3761,0,119,360,1.0,Rural,Y
LP003296,Male,No,2,Not Graduate,Salaried,3733,3505,156,360,1.0,Urban,Y
LP003297,Male,Yes,0,Not Graduate,Salaried,833,0,165,360,1.0,Semi-Urban,Y
