ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
10/27/2048,40,48197,569,Employed,High School,18,40611,24,Married,3,Rent,362,0.299847794,0,1,0.568609505,0,Auto,0,27,9,11267,134039,24234,4016.416667,0.854367883,5,109805,0.231111,0.235230784,2137.493427,0.622319255,0,56
10/28/2048,34,85641,639,Employed,Master,12,19449,36,Married,0,Mortgage,615,0.176830099,3,1,0.038907649,0,Auto,0,32,4,4077,24006,32527,7136.75,0.917339713,6,2425,0.184949,0.177918966,701.0992318,0.184411564,1,38.4
10/29/2048,27,111313,607,Employed,Associate,4,8640,36,Divorced,0,Mortgage,459,0.092078504,1,1,0.459157701,0,Home,0,26,3,791,157819,60999,9276.083333,0.907998007,3,96820,0.19014,0.171154829,308.5363702,0.082743583,1,41.6
10/30/2048,33,15000,507,Employed,Master,12,6242,12,Divorced,0,Mortgage,101,0.369008934,0,0,0.263899297,0,Debt Consolidation,0,21,29,1731,33805,13776,1250,0.833288756,2,20029,0.217742,0.178679291,571.8742524,0.538299402,0,54
10/31/2048,33,58645,563,Employed,Bachelor,13,29325,84,Married,2,Rent,926,0.490693404,3,2,0.114969448,0,Home,0,21,3,12448,52795,10049,4887.083333,0.97426464,3,42746,0.272825,0.275895475,791.4945304,0.351435491,0,54
11/1/2048,39,15000,642,Employed,Master,17,18735,60,Single,3,Rent,261,0.151909232,1,1,0.242256291,0,Auto,0,16,13,854,62133,20662,1250,0.905034791,7,41471,0.202735,0.243282,542.5427629,0.64283421,0,50
11/2/2048,23,49866,614,Employed,Master,0,16342,48,Married,2,Rent,323,0.118833743,1,1,0.408184937,0,Home,0,30,28,663,142087,8290,4155.5,0.690295455,6,133797,0.204342,0.219198709,514.1616826,0.201458713,0,49
11/3/2048,43,98119,514,Employed,High School,18,40310,84,Divorced,1,Mortgage,257,0.180601894,3,2,0.526621537,0,Home,0,26,15,1170,50134,50595,8176.583333,0.88822388,5,6780,0.30831,0.324082434,1218.570957,0.180463024,0,56
11/4/2048,56,51290,568,Employed,Bachelor,35,15653,60,Married,5,Rent,333,0.182310871,2,0,0.293444642,1,Auto,0,27,17,713,31121,18559,4274.166667,0.910327096,7,12562,0.236653,0.190157207,406.1828594,0.172941983,0,63
11/5/2048,43,20431,598,Employed,High School,18,18846,48,Single,2,Other,524,0.192632822,3,0,0.362799376,0,Other,0,35,8,1687,52786,26151,1702.583333,0.634338774,8,26635,0.214846,0.229956939,603.997571,0.662521211,0,56
11/6/2048,49,109344,617,Employed,Doctorate,29,17441,36,Married,4,Own,592,0.440681255,5,1,0.329834578,0,Home,0,24,8,1358,89162,12025,9112,0.836144601,5,77137,0.193941,0.206115309,653.6172963,0.136700757,1,40
11/7/2048,53,70896,609,Employed,Bachelor,33,13769,48,Married,2,Mortgage,628,0.208307684,6,1,0.619607278,0,Auto,0,19,28,535,15414,5408,5908,0.879186127,8,10006,0.204269,0.208801728,425.4797308,0.178314105,1,44
11/8/2048,54,60840,536,Employed,High School,32,38963,36,Single,4,Rent,532,0.792190719,4,0,0.412519967,0,Debt Consolidation,0,25,27,2566,82464,91292,5070,0.90722228,2,5130,0.255963,0.253932686,1557.277706,0.412086332,0,58
11/9/2048,62,250644,616,Employed,Master,41,36590,60,Single,3,Rent,439,0.510934409,2,0,0.451419928,0,Education,0,27,4,519,7685,4118,20887,0.941342343,2,3567,0.23359,0.240203924,1053.053012,0.071434529,1,44
11/10/2048,34,15996,595,Employed,High School,14,48740,72,Married,2,Rent,662,0.223205841,4,0,0.192059195,1,Auto,1,15,4,3968,55800,5900,1333,0.791493358,7,49900,0.26624,0.268632986,1369.189837,1.523773321,0,73
11/11/2048,31,31273,582,Self-Employed,Associate,5,16067,60,Married,0,Own,471,0.098994798,5,0,0.420177678,0,Auto,0,35,5,1028,174307,21956,2606.083333,0.660816436,9,152351,0.230067,0.22094068,444.6128134,0.351336737,0,57
11/12/2048,49,61739,498,Employed,Bachelor,27,47376,60,Married,0,Own,423,0.521497823,3,0,0.286884624,0,Auto,0,21,2,1432,143101,18127,5144.916667,0.717456815,4,124974,0.303376,0.266780961,1437.540464,0.361626939,0,53
11/13/2048,48,111381,585,Employed,Master,21,26170,72,Single,2,Mortgage,254,0.165649684,2,2,0.139634034,0,Education,0,22,26,1103,37178,31923,9281.75,0.580526622,1,5255,0.24867,0.208655641,640.0446633,0.096322855,1,38.4
11/14/2048,49,29098,639,Employed,Master,28,10418,24,Married,0,Rent,581,0.24794541,4,0,0.596377733,0,Home,0,22,6,3636,187195,15599,2424.833333,0.719875263,6,171596,0.165918,0.164936407,512.5583523,0.450982893,0,55
11/15/2048,62,53561,620,Unemployed,Bachelor,43,24822,36,Married,0,Mortgage,747,0.007814271,5,1,0.083912308,0,Home,0,19,15,7183,31891,26743,4463.416667,0.745326882,2,5148,0.199822,0.206105144,930.21405,0.375769097,0,49
11/16/2048,40,36875,559,Employed,Associate,15,46110,48,Married,0,Mortgage,351,0.421059047,1,2,0.171102337,0,Debt Consolidation,0,40,6,3334,233996,7745,3072.916667,0.654516947,3,226251,0.26161,0.259168868,1552.549685,0.619460236,0,50
11/17/2048,45,42780,536,Employed,High School,24,33949,72,Single,0,Mortgage,925,0.362295472,1,0,0.479394874,0,Home,0,15,10,1260,94524,63091,3565,0.7769078,4,31433,0.280949,0.278161789,974.0176489,0.532683772,0,57
11/18/2048,28,78566,588,Unemployed,Associate,5,11117,48,Single,0,Mortgage,277,0.196922248,2,0,0.266523152,0,Auto,0,27,25,13489,132008,63158,6547.166667,0.64116961,6,68850,0.212117,0.213660439,346.4381252,0.095222584,1,41.6
11/19/2048,65,53148,575,Self-Employed,High School,45,34621,108,Widowed,0,Mortgage,744,0.179851787,2,1,0.316433657,0,Auto,0,21,3,2024,90166,57898,4429,0.641457044,3,32268,0.292121,0.32746038,999.317155,0.393614169,0,59
11/20/2048,35,65668,577,Employed,Bachelor,13,13305,12,Married,1,Own,897,0.155417481,4,1,0.094294572,0,Auto,1,21,21,4735,166689,34883,5472.333333,0.760866538,6,131806,0.189805,0.22512266,1248.555772,0.392073297,0,51
11/21/2048,36,23536,596,Employed,Bachelor,16,13284,72,Married,1,Rent,265,0.320848028,5,2,0.416726287,0,Home,0,19,20,1604,73292,6833,1961.333333,0.947963525,10,66459,0.230284,0.22073104,334.3521482,0.305584032,0,56
11/22/2048,35,45601,609,Employed,Bachelor,13,25858,36,Single,2,Other,297,0.23108277,1,1,0.207694853,0,Home,0,22,27,3590,55015,31565,3800.083333,0.892685746,6,23450,0.206358,0.204433292,966.8269082,0.332578735,0,50
11/23/2048,32,37134,569,Employed,High School,10,31048,48,Married,3,Own,562,0.294523097,6,1,0.179831267,0,Other,0,21,21,4643,545445,20058,3094.5,0.715250296,6,525387,0.241548,0.217128617,973.3671768,0.496160018,0,43
11/24/2048,31,66458,575,Employed,Associate,8,23129,60,Married,4,Mortgage,339,0.142461626,1,3,0.24493965,0,Debt Consolidation,0,17,20,4952,98015,11959,5538.166667,0.635582344,7,86056,0.240629,0.243293512,669.8031528,0.182154712,0,49
11/25/2048,33,164563,448,Employed,High School,9,38744,72,Married,1,Mortgage,348,0.120491512,2,2,0.050818193,0,Debt Consolidation,0,30,24,8320,25829,65801,13713.58333,0.78006816,5,3455,0.329744,0.30065702,1167.222442,0.110490629,1,37.6
11/26/2048,23,78409,600,Employed,Bachelor,0,30786,36,Single,1,Mortgage,518,0.212183115,1,1,0.182911712,0,Other,0,23,18,771,146810,22894,6534.083333,0.65804687,7,123916,0.215786,0.194195962,1135.034043,0.252986373,1,34.4
11/27/2048,30,20231,559,Employed,Associate,7,12497,48,Single,1,Rent,662,0.371885696,5,1,0.342344902,0,Auto,0,21,1,542,287258,56319,1685.916667,0.755829209,4,230939,0.227997,0.217993571,392.3714425,0.625399501,0,56
11/28/2048,63,72126,536,Employed,Associate,41,38881,72,Married,0,Rent,607,0.379710085,4,1,0.265759978,0,Debt Consolidation,1,20,7,1280,88850,26537,6010.5,0.777624478,7,62313,0.285881,0.287143561,1137.668611,0.290270129,0,57
11/29/2048,48,51643,603,Employed,Associate,26,31918,60,Married,1,Other,324,0.4262028,4,2,0.632892321,0,Debt Consolidation,0,26,21,9721,139501,32795,4303.583333,0.921460671,4,106706,0.235418,0.228659733,897.3273593,0.283793124,0,52
11/30/2048,51,55079,607,Employed,Bachelor,28,13583,60,Single,2,Mortgage,551,0.217017451,4,2,0.142544908,0,Home,0,30,13,2948,15609,19808,4589.916667,0.807296237,4,1044,0.215083,0.195673846,356.6046272,0.197738803,1,37.6
12/1/2048,54,40046,642,Employed,Associate,32,57939,84,Single,4,Rent,449,0.04404977,0,0,0.214451871,0,Debt Consolidation,0,23,29,902,49441,21125,3337.166667,0.75435199,5,28316,0.261939,0.253069164,1477.919615,0.577411861,0,49
12/2/2048,62,32850,608,Employed,High School,40,21800,72,Widowed,3,Mortgage,435,0.377111808,3,0,0.390130419,0,Debt Consolidation,0,25,12,770,132291,231837,2737.5,0.568882246,3,9319,0.2328,0.232008096,563.3949559,0.364710486,0,52
12/3/2048,18,23794,544,Employed,Bachelor,0,14268,24,Single,0,Mortgage,290,0.37242902,4,2,0.221429161,0,Debt Consolidation,0,29,18,1963,56812,43770,1982.833333,0.903220422,3,13042,0.217268,0.182677862,714.1645692,0.506429135,0,54
12/4/2048,25,23333,541,Employed,Bachelor,5,22040,36,Single,1,Rent,196,0.084925548,2,1,0.32287887,0,Other,0,33,12,3288,117798,76772,1944.416667,0.720295945,3,41026,0.23654,0.217464889,838.8298156,0.532205794,0,55
12/5/2048,30,52239,580,Employed,High School,5,16109,12,Divorced,0,Mortgage,479,0.385616381,3,1,0.115329728,0,Other,0,27,24,1472,30016,63461,4353.25,0.938097813,3,9806,0.191109,0.1528872,1456.166725,0.444533791,0,50
12/6/2048,34,30020,450,Unemployed,High School,12,30756,72,Widowed,0,Rent,294,0.124002821,6,3,0.47634254,1,Home,0,36,1,8076,53940,2169,2501.666667,0.987915677,3,51771,0.320756,0.27387152,874.0935509,0.466926136,0,73
12/7/2048,36,53155,528,Employed,High School,13,7313,60,Married,4,Mortgage,413,0.111187212,1,0,0.298436333,0,Education,0,34,2,7228,389851,4312,4429.583333,0.715296267,5,385539,0.248313,0.251020653,215.0840381,0.141793029,1,39.2
12/8/2048,34,21529,576,Employed,High School,12,14940,36,Married,3,Mortgage,544,0.463953818,3,1,0.613932412,1,Debt Consolidation,0,25,17,1165,112435,231166,1794.083333,0.729043324,7,9661,0.21194,0.212621528,564.8784207,0.618075203,0,73
12/9/2048,42,71286,583,Employed,High School,18,61005,36,Single,2,Mortgage,420,0.13884269,2,1,0.369808874,0,Home,0,28,1,14025,168934,83085,5940.5,0.807379821,3,85849,0.254505,0.260629157,2459.974352,0.484803359,0,55
12/10/2048,40,29422,409,Employed,High School,17,13454,48,Married,4,Rent,509,0.439270065,0,2,0.137492632,0,Other,0,30,25,6122,90355,16288,2451.833333,0.814090162,6,74067,0.303954,0.249949596,446.0581815,0.389528182,0,51
12/11/2048,31,20003,611,Employed,High School,9,24003,48,Single,0,Own,769,0.497083431,5,1,0.339282957,0,Debt Consolidation,0,24,9,2813,50226,25393,1666.916667,0.761796833,3,24833,0.213503,0.239933722,782.4539127,0.930732738,0,55
12/12/2048,18,133224,585,Employed,Master,0,19512,60,Married,3,Other,985,0.628740254,2,2,0.421394055,0,Debt Consolidation,0,16,13,17818,177315,76526,11102,0.855573146,3,100789,0.232012,0.272214946,598.3910964,0.142622149,1,41.6
12/13/2048,28,54982,547,Employed,Associate,10,34709,36,Married,1,Own,433,0.166654509,3,1,0.450805349,0,Home,0,30,16,8726,59136,3297,4581.833333,0.704677415,7,55839,0.246209,0.273338902,1423.227045,0.405127579,0,53
12/14/2048,33,31676,583,Employed,Associate,8,32920,96,Single,2,Rent,1100,0.115287699,4,1,0.332790012,0,Home,1,15,15,7174,616293,54466,2639.666667,0.847634094,3,561827,0.27642,0.280199536,862.7782398,0.743570491,0,52
12/15/2048,37,39215,489,Employed,High School,13,5757,108,Married,0,Rent,161,0.583042552,1,1,0.204619901,0,Auto,0,16,8,2366,13479,1794,3267.916667,0.85471764,4,11685,0.306257,0.300172348,154.7419774,0.096618736,0,55
12/16/2048,26,49419,511,Employed,Doctorate,7,15714,48,Single,0,Own,576,0.300785963,1,1,0.260638077,0,Auto,0,21,4,4085,153557,28518,4118.25,0.883024355,5,125039,0.255214,0.237239257,509.9098699,0.263682358,1,41.6
12/17/2048,34,62898,617,Employed,Bachelor,10,7343,60,Single,1,Mortgage,375,0.356366212,1,0,0.218691863,0,Home,0,20,10,2917,20334,8071,5241.5,0.887965755,4,12263,0.203843,0.185253696,188.5689125,0.10752054,1,39.2
12/18/2048,26,15000,570,Employed,Bachelor,1,34315,84,Single,1,Mortgage,410,0.493731576,1,0,0.157474579,0,Education,1,26,20,11560,44051,8657,1250,0.905075807,5,35394,0.274315,0.325376371,1040.393681,1.160314945,0,59
12/19/2048,38,15000,584,Employed,Bachelor,14,21483,108,Married,1,Mortgage,162,0.635866827,6,0,0.70483133,0,Debt Consolidation,0,26,26,763,9494,17146,1250,0.521007358,6,10436,0.274483,0.239751544,486.6762728,0.518941018,0,62
12/20/2048,27,38878,538,Unemployed,Associate,8,26147,36,Divorced,0,Other,710,0.470991802,5,1,0.08962165,0,Auto,1,28,17,1434,42767,20586,3239.833333,0.814906958,6,22181,0.242147,0.238698593,1024.035594,0.535223703,0,61
12/21/2048,29,18046,613,Employed,Doctorate,5,10983,12,Married,1,Own,268,0.065723284,3,1,0.222887225,0,Other,0,26,2,2975,55531,6627,1503.833333,0.884618572,4,48904,0.169483,0.159060858,996.0089695,0.840524639,0,54
12/22/2048,24,15000,554,Employed,High School,0,35911,108,Widowed,1,Rent,492,0.393879406,2,2,0.105563132,0,Auto,0,29,17,1572,35194,43363,1250,0.666914161,10,9379,0.303911,0.305638877,979.4069741,1.177125579,0,52
12/23/2048,38,75299,490,Employed,Associate,17,19912,48,Married,2,Mortgage,245,0.074391441,4,3,0.197136176,0,Home,0,19,29,4271,22075,21388,6274.916667,0.982329626,6,3342,0.269912,0.258483265,669.680982,0.145767829,1,39.2
12/24/2048,29,51159,573,Employed,High School,6,25342,48,Married,3,Rent,396,0.250590052,6,2,0.435199877,0,Education,0,26,10,1696,152782,23278,4263.25,0.486690895,8,129504,0.233842,0.2806104,884.1084473,0.300265865,0,52
12/25/2048,50,67392,591,Employed,Bachelor,28,67808,60,Divorced,0,Rent,412,0.363955157,2,0,0.352124729,0,Auto,0,23,12,2524,29446,8479,5616,0.875524829,9,20967,0.277308,0.290047684,2152.549577,0.456650566,0,54
12/26/2048,44,23645,595,Self-Employed,High School,20,22985,60,Married,1,Mortgage,416,0.207215293,3,0,0.23130067,0,Debt Consolidation,0,27,19,1926,31708,17852,1970.416667,0.893966123,3,13856,0.230485,0.233096281,652.0533894,0.542044435,0,57
12/27/2048,39,130719,563,Employed,Bachelor,17,28904,72,Married,0,Mortgage,437,0.161907142,5,1,0.094386078,0,Debt Consolidation,0,27,7,2908,24657,7545,10893.25,0.826682589,5,17112,0.262404,0.239738856,760.4925693,0.109929779,1,38.4
12/28/2048,30,63079,468,Employed,High School,9,101914,36,Married,3,Other,406,0.215999151,5,2,0.27884513,0,Home,0,22,28,11067,27197,23660,5256.583333,0.973141236,5,3537,0.352914,0.370734353,4730.562731,0.977167564,0,52
12/29/2048,44,19528,606,Employed,Associate,22,16322,84,Married,0,Mortgage,236,0.175624234,3,1,0.254215035,0,Home,0,20,28,2732,19317,49327,1627.333333,0.842240306,3,6350,0.238322,0.261627307,425.3475247,0.406399544,0,50
12/30/2048,48,43997,590,Employed,High School,28,8200,48,Married,0,Mortgage,500,0.409454727,6,1,0.499233674,0,Debt Consolidation,0,26,1,2239,36186,18800,3666.416667,0.735445779,10,17386,0.2082,0.202184404,250.4843141,0.204691496,0,62
12/31/2048,41,41006,608,Employed,Master,19,37308,60,Single,1,Mortgage,806,0.187059732,1,2,0.218129829,0,Education,0,28,25,1697,132451,136219,3417.166667,0.736341956,6,6755,0.238308,0.254411506,1104.709145,0.559150118,0,49
1/1/2049,59,46296,607,Employed,High School,36,22152,48,Married,1,Mortgage,582,0.228811337,5,0,0.321795787,0,Home,0,35,18,1876,63811,46421,3858,0.707334431,3,17390,0.213652,0.226513592,705.7795251,0.333794589,0,52
1/2/2049,45,107556,525,Unemployed,Bachelor,21,19694,36,Married,4,Own,1247,0.195142131,2,0,0.051470014,0,Other,0,32,1,3848,56404,12218,8963,0.857880144,5,44186,0.242194,0.2906328,825.9692654,0.231280739,0,55
1/3/2049,50,48193,657,Employed,Bachelor,27,15437,24,Single,0,Rent,316,0.541176681,2,0,0.15738143,0,Debt Consolidation,0,20,27,2328,28031,36357,4016.083333,0.82761822,7,3323,0.161937,0.1295496,733.576579,0.261343327,1,36.8
1/4/2049,41,108606,512,Unemployed,Master,21,23356,60,Married,3,Other,190,0.051888322,3,2,0.54298951,0,Education,0,30,25,3629,206656,10276,9050.5,0.815523248,3,196380,0.272356,0.307284346,766.1294365,0.105643825,1,44
1/5/2049,48,22921,504,Employed,Master,23,36572,48,Married,0,Mortgage,256,0.352148072,1,1,0.18131524,0,Debt Consolidation,0,28,21,1401,575925,9297,1910.083333,0.681877573,1,566628,0.279572,0.253938726,1220.670461,0.773092166,0,44
1/6/2049,30,27082,556,Employed,Doctorate,5,21974,60,Widowed,4,Mortgage,689,0.129465428,2,0,0.313847919,0,Auto,0,20,15,13529,14039,17190,2256.833333,0.868868497,7,7233,0.248974,0.239370531,631.3446767,0.585043059,0,55
1/7/2049,34,38062,631,Employed,High School,11,31996,60,Married,1,Other,1571,0.579861966,2,0,0.341551393,0,Education,0,26,25,2048,10974,25947,3171.833333,0.93671533,5,10249,0.221496,0.216361073,877.0875602,0.771820995,0,53
1/8/2049,44,34933,537,Employed,High School,23,37501,48,Married,0,Other,782,0.175316646,2,2,0.149325246,0,Home,0,39,3,1056,72774,21117,2911.083333,0.906780432,10,51657,0.264001,0.226685576,1195.16258,0.679184466,0,51
1/9/2049,44,48081,632,Employed,Associate,23,29650,72,Divorced,1,Mortgage,310,0.210705664,4,0,0.209222816,0,Home,0,23,3,15632,30755,13629,4006.75,0.885338145,1,17126,0.22865,0.209592084,726.7829077,0.258759071,0,53
1/10/2049,46,50635,635,Employed,Bachelor,24,19020,24,Single,1,Mortgage,245,0.262269564,3,1,0.527630214,0,Auto,1,23,15,3093,92628,49526,4219.583333,0.542078045,3,43102,0.17652,0.182127113,951.5123971,0.283561741,0,61
1/11/2049,53,58583,629,Unemployed,Associate,30,45764,24,Married,1,Mortgage,347,0.483277101,2,1,0.400925094,0,Debt Consolidation,0,26,21,543,63327,24302,4881.916667,0.751864229,7,39025,0.206264,0.2361786,2410.873155,0.564916065,0,57
1/12/2049,22,68257,445,Employed,Bachelor,0,15761,36,Married,0,Mortgage,534,0.368128729,0,0,0.042126631,0,Other,0,24,11,442,29079,11787,5688.083333,0.68910783,6,17292,0.278261,0.2226088,604.0489367,0.200075996,0,50
1/13/2049,28,67645,570,Employed,High School,7,11153,48,Single,1,Rent,1000,0.240491105,2,1,0.43796075,0,Other,0,21,23,8991,144109,23010,5637.083333,0.818019503,7,121099,0.221153,0.222248018,352.7498515,0.239973364,0,52
1/14/2049,42,18425,618,Self-Employed,High School,17,15806,24,Single,2,Own,584,0.105734719,2,1,0.268087183,0,Home,1,15,20,2079,259082,8534,1535.416667,0.63520543,2,250548,0.181806,0.153255502,768.8269906,0.881081351,0,53
1/15/2049,31,48171,602,Employed,Bachelor,8,18530,72,Married,2,Other,169,0.288675334,6,0,0.159809199,0,Other,0,27,13,3514,80255,86643,4014.25,0.570871803,6,7978,0.23253,0.253206267,502.7977298,0.167353237,0,48
1/16/2049,80,44993,636,Employed,Master,60,24261,24,Single,0,Mortgage,365,0.209044775,1,1,0.505082506,0,Debt Consolidation,1,23,26,14120,35299,5088,3749.416667,0.93275473,8,30211,0.181261,0.190193937,1223.192073,0.423583777,0,62
1/17/2049,46,85479,609,Employed,Bachelor,23,18133,60,Divorced,2,Mortgage,199,0.459882954,4,5,0.453610589,0,Other,0,21,3,6614,24669,22038,7123.25,0.829594037,6,2631,0.218633,0.22699816,508.0553161,0.099260214,0,56
1/18/2049,39,100848,566,Employed,High School,16,9530,96,Single,2,Rent,457,0.389826744,3,0,0.220263909,0,Debt Consolidation,0,23,17,560,41156,32356,8404,0.950279746,1,8800,0.26153,0.253659264,232.6831878,0.082066062,0,51
1/19/2049,33,92393,625,Employed,Master,12,30592,84,Widowed,0,Mortgage,1024,0.074154328,5,1,0.211785438,0,Home,0,26,18,2543,26493,30418,7699.416667,0.914481483,1,1431,0.243092,0.266657262,807.2094095,0.237837422,0,47
1/20/2049,34,128145,551,Employed,Bachelor,9,17302,12,Married,0,Mortgage,377,0.054662496,2,1,0.41398323,0,Home,0,29,2,926,67571,43349,10678.75,0.909552787,7,24222,0.206802,0.174859955,1582.017867,0.18345011,1,45.6
1/21/2049,40,75900,588,Employed,Bachelor,17,37152,60,Married,0,Rent,306,0.268613115,1,0,0.231637081,0,Home,0,24,11,3049,102804,10827,6325,0.781846145,3,91977,0.248152,0.216179895,1018.044761,0.20933514,0,50
1/22/2049,41,86403,608,Employed,High School,19,44679,36,Married,0,Mortgage,392,0.334989462,1,2,0.483504466,0,Auto,0,31,29,534,49729,1451,7200.25,0.772693729,6,48278,0.225679,0.208581804,1680.032759,0.287772335,0,52
1/23/2049,34,29910,577,Self-Employed,Bachelor,12,10394,24,Single,2,Rent,279,0.235578173,1,0,0.283414389,0,Home,0,28,13,4548,26486,11001,2492.5,0.859508779,8,15485,0.196894,0.235219121,547.0651198,0.331420309,0,57
1/24/2049,36,44241,518,Employed,Associate,13,9785,36,Married,2,Own,205,0.301226893,4,2,0.111615473,0,Debt Consolidation,0,23,27,4628,262109,91131,3686.75,0.932373612,7,170978,0.235785,0.266163699,397.4635752,0.163413189,1,37.6
1/25/2049,56,122537,610,Unemployed,Doctorate,34,14119,48,Married,0,Own,265,0.392883231,3,0,0.2179612,0,Debt Consolidation,0,25,15,17056,107008,74615,10211.41667,0.854159034,6,32393,0.204119,0.191729962,423.4497458,0.067419612,1,40
1/26/2049,56,56850,612,Employed,Associate,34,16080,36,Married,1,Own,255,0.334560346,0,0,0.127055746,0,Home,1,29,13,1260,59847,10297,4737.5,0.543815167,8,49550,0.19508,0.216493076,611.1890332,0.182836735,0,53
1/27/2049,43,33064,618,Employed,Bachelor,18,13988,72,Married,0,Other,664,0.203665013,2,2,0.350744788,0,Auto,0,27,8,3238,114751,1239,2755.333333,0.830089198,8,113512,0.219988,0.200242148,335.2484982,0.36265975,0,49
1/28/2049,23,24698,609,Employed,Bachelor,3,20075,60,Married,1,Own,392,0.301667653,2,1,0.215357205,0,Auto,0,19,28,5347,89045,13296,2058.166667,0.656275782,2,75749,0.220575,0.196345828,527.7912369,0.446898326,0,49
1/29/2049,46,15000,563,Employed,High School,26,27543,36,Married,1,Mortgage,367,0.334062548,1,1,0.434875463,0,Debt Consolidation,0,24,2,1401,49371,7889,1250,0.723804785,4,41482,0.231043,0.246214022,1089.597343,1.165277875,0,62
1/30/2049,58,74354,611,Employed,Bachelor,34,21550,60,Married,3,Mortgage,434,0.446660073,3,2,0.214259674,0,Home,0,29,13,1863,30353,27530,6196.166667,0.684997572,4,2823,0.22105,0.232416481,610.5003044,0.168572016,0,50
1/31/2049,56,31253,657,Employed,Bachelor,29,8696,120,Divorced,0,Other,478,0.44765067,3,4,0.223335628,0,Other,1,31,24,11233,67212,7033,2604.416667,0.830535384,6,60179,0.235196,0.247221452,196.1269122,0.258839886,0,52
2/1/2049,48,85803,569,Employed,Bachelor,24,15934,24,Married,4,Rent,462,0.213870946,2,1,0.18198163,0,Home,0,30,15,2159,14645,3279,7150.25,0.829500644,5,11366,0.206434,0.212700727,820.8942068,0.17941949,1,39.2
2/2/2049,57,79521,592,Employed,Associate,31,12363,24,Married,3,Mortgage,715,0.307733878,5,0,0.270161172,0,Education,0,18,19,4307,49644,61561,6626.75,0.912000818,3,10564,0.191363,0.175384393,614.4580547,0.20061992,1,41.6
2/3/2049,40,67939,618,Employed,Master,18,27327,48,Single,0,Mortgage,255,0.401296266,4,2,0.310192787,0,Other,0,23,23,1747,85571,13345,5661.583333,0.750793779,6,72226,0.213327,0.200034127,831.6201999,0.191928677,1,40
2/4/2049,47,70542,653,Employed,Bachelor,26,39382,84,Divorced,2,Own,464,0.196536432,3,1,0.065223891,0,Auto,0,19,4,20576,58854,24013,5878.5,0.55411645,7,34841,0.237882,0.224033604,932.3938204,0.23754254,0,46
2/5/2049,31,68294,556,Employed,High School,8,30889,84,Divorced,1,Own,183,0.181510029,3,2,0.313963142,0,Auto,0,19,29,865,8754,8459,5691.166667,0.722133866,4,2075,0.277889,0.295192509,873.2448051,0.185593722,0,53
2/6/2049,43,90544,525,Employed,Bachelor,19,32394,36,Divorced,1,Rent,219,0.148855857,2,0,0.168064937,0,Education,0,24,22,7293,10593,4392,7545.333333,0.630785619,3,6201,0.254894,0.229840066,1253.692706,0.195179277,1,38.4
2/7/2049,55,17774,670,Employed,Master,35,17247,48,Married,2,Mortgage,641,0.177238656,5,1,0.05830658,0,Other,0,24,9,1288,77968,11851,1481.166667,0.578670417,0,66117,0.177247,0.171106059,498.6503984,0.769427522,0,44
2/8/2049,32,75421,629,Employed,Bachelor,10,24519,60,Single,0,Mortgage,262,0.312696456,3,2,0.717115173,0,Home,0,35,29,2598,402517,21833,6285.083333,0.549625258,8,380684,0.215019,0.2580228,731.2430792,0.158031807,1,39.2
2/9/2049,29,53454,539,Employed,Associate,7,21456,24,Married,1,Rent,816,0.113384416,1,1,0.223835689,0,Debt Consolidation,0,26,13,875,11265,6474,4454.5,0.79394289,2,4791,0.226956,0.256779184,1152.450228,0.441901499,0,51
2/10/2049,41,53606,612,Self-Employed,Bachelor,20,22045,48,Married,4,Rent,330,0.042509126,6,0,0.487654883,0,Education,0,25,7,2122,84985,29821,4467.166667,0.71792924,2,55164,0.211045,0.225834424,701.5529665,0.230918845,0,54
2/11/2049,37,52671,608,Employed,High School,16,8684,60,Married,1,Mortgage,542,0.208315475,3,1,0.313515612,0,Other,1,17,14,3861,98462,24647,4389.25,0.735088438,6,73815,0.209684,0.240765592,250.207063,0.180488025,0,55
2/12/2049,47,35683,415,Self-Employed,Bachelor,23,17661,60,Single,0,Mortgage,374,0.397619625,3,0,0.398246066,0,Debt Consolidation,0,29,25,1542,196851,21943,2973.583333,0.475067109,7,174908,0.315161,0.318618652,591.7545238,0.324778026,0,54
2/13/2049,34,15000,614,Employed,Bachelor,11,13040,48,Single,0,Mortgage,716,0.593306359,0,1,0.37111655,0,Home,1,21,21,22161,26252,23536,1250,0.777973365,8,2716,0.20104,0.192561436,391.6622685,0.886129815,0,60
2/14/2049,60,33963,616,Employed,High School,36,30935,48,Single,0,Own,249,0.54601403,6,3,0.260832304,0,Auto,0,35,3,4071,89837,10549,2830.25,0.858965133,3,79288,0.217935,0.261522,1045.69555,0.457449183,0,52
